Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
the institute of afro-american affairs,177,215,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
new york university,219,238,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
roscoe c. brown junior,312,334,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
the institute of afro-american affairs,348,386,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
new york university,390,409,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
new york,426,434,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
ellen stewart,521,534,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama experimental theater club,539,572,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
ellen,614,619,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
soul of reason,634,648,WORK_OF_ART,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
ellen,666,671,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,715,722,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
new york,756,764,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
rastafari,1095,1104,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
edgar white,1130,1141,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
basil wallace,1165,1178,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
vox humana,1308,1318,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
cosmo savage,1403,1415,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
macbeth,1440,1447,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
russia,1497,1503,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
barbara montgomery,1509,1527,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
lady macbeth,1536,1548,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
tom o'horgan,1550,1562,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
caligula,1578,1586,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
international theater festival,1714,1744,EVENT,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
the schiller theater,1762,1782,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
berlin,1788,1794,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
house,1802,1807,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
giancarlo nanni,1860,1875,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
franziska,1894,1903,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
vatican,1914,1921,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
meme perlini,1938,1950,PERSON,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
rome,1956,1960,GPE,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
locus solus,1975,1986,WORK_OF_ART,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,2802,2809,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
europe,2824,2830,LOC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
europe,2951,2957,LOC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,3129,3136,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,3264,3271,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,3329,3336,ORG,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,3583,3590,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,4111,4118,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,4163,4170,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,5195,5202,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
la mama,5207,5214,FAC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
europe,5253,5259,LOC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
europe,5360,5366,LOC,RG_9_8_58,"Stewart, Ellen -- La MaMa Experimental Theatre Club","Dr. Roscoe C. Brown, Jr. and Ellen Stewart discuss international theatre, including La MaMa's decision to begin touring Europe in 1965 when critics were not reviewing their shows.",5/10/77,Shannon O'neill,Finished
